suburb,state_code,suburb_normalized,winner_shop_number,winner_label,winner_distance_km,runner_up_shop_number,runner_up_label,runner_up_distance_km
Bonnyrigg,NSW,bonnyrigg,2243,Burwood,19.85,2434,Narellan,21.59
Bonnyrigg Heights,NSW,bonnyrigg heights,2434,Narellan,21.17,2243,Burwood,21.43
Cecil Park,NSW,cecil park,2434,Narellan,21.29,2243,Burwood,24.51
Kemps Creek,NSW,kemps creek,2434,Narellan,19.79,2243,Burwood,28.16
Mount Vernon,NSW,mount vernon,2434,Narellan,21.97,2243,Burwood,27.21
Marrickville Metro,NSW,marrickville metro,2243,Burwood,7.06,2213,Warringah,18.2
East Hills,NSW,east hills,2243,Burwood,14.25,2434,Narellan,24.98
Kurnell,NSW,kurnell,2243,Burwood,18.06,2213,Warringah,29.02
Audley,NSW,audley,2243,Burwood,22.19,2434,Narellan,29.62
Bonnie Vale,NSW,bonnie vale,2243,Burwood,22.19,2434,Narellan,29.62
Garie,NSW,garie,2243,Burwood,32.6,2434,Narellan,33.58
Goarra,NSW,goarra,2243,Burwood,22.19,2434,Narellan,29.62
Grays Point,NSW,grays point,2243,Burwood,19.93,2434,Narellan,31.15
Jibbon,NSW,jibbon,2243,Burwood,22.19,2434,Narellan,29.62
Loftus,NSW,loftus,2243,Burwood,19.51,2434,Narellan,28.57
Marley,NSW,marley,2243,Burwood,22.19,2434,Narellan,29.62
Palona,NSW,palona,2243,Burwood,22.19,2434,Narellan,29.62
Uloola,NSW,uloola,2243,Burwood,22.19,2434,Narellan,29.62
Wattamolla,NSW,wattamolla,2243,Burwood,22.19,2434,Narellan,29.62
Woronora,NSW,woronora,2243,Burwood,17.67,2434,Narellan,28.12
Yenabilli,NSW,yenabilli,2243,Burwood,22.19,2434,Narellan,29.62
Engadine,NSW,engadine,2243,Burwood,22.56,2434,Narellan,25.49
Heathcote,NSW,heathcote,2243,Burwood,24.72,2434,Narellan,25.36
Waterfall,NSW,waterfall,2434,Narellan,25.84,2243,Burwood,31.22
Woronora Heights,NSW,woronora heights,2243,Burwood,18.3,2434,Narellan,27.09
Yarrawarrah,NSW,yarrawarrah,2243,Burwood,20.84,2434,Narellan,27.21
Bangor,NSW,bangor,2243,Burwood,17.26,2434,Narellan,26.91
Barden Ridge,NSW,barden ridge,2243,Burwood,19.24,2434,Narellan,25.19
Lucas Heights,NSW,lucas heights,2434,Narellan,21.93,2243,Burwood,22.47
Menai,NSW,menai,2243,Burwood,17.31,2434,Narellan,25.32
Menai Central,NSW,menai central,2243,Burwood,17.69,2434,Narellan,25.49
Central Mangrove,NSW,central mangrove,2213,Warringah,51.95,2258,Kotara,58.48
Greengrove,NSW,greengrove,2213,Warringah,44.22,2243,Burwood,55.66
Kulnura,NSW,kulnura,2258,Kotara,55.01,2213,Warringah,59.5
Lower Mangrove,NSW,lower mangrove,2213,Warringah,40.27,2243,Burwood,51.68
Mangrove Creek,NSW,mangrove creek,2213,Warringah,46.8,2243,Burwood,57.93
Mangrove Mountain,NSW,mangrove mountain,2213,Warringah,52.34,2258,Kotara,61.42
Ten Mile Hollow,NSW,ten mile hollow,2213,Warringah,51.96,2243,Burwood,61.55
Upper Mangrove,NSW,upper mangrove,2213,Warringah,52.2,2243,Burwood,63.03
Wendoree Park,NSW,wendoree park,2213,Warringah,36.07,2243,Burwood,47.37
Central Coast Mc,NSW,central coast mc,2213,Warringah,49.54,2258,Kotara,60.21
Fountaindale,NSW,fountaindale,2213,Warringah,48.64,2258,Kotara,52.43
Kangy Angy,NSW,kangy angy,2213,Warringah,50.21,2258,Kotara,51.37
Ourimbah,NSW,ourimbah,2213,Warringah,46.41,2258,Kotara,55.13
Palm Grove,NSW,palm grove,2213,Warringah,49.21,2258,Kotara,55.62
Palmdale,NSW,palmdale,2213,Warringah,49.02,2258,Kotara,53.0
Alison,NSW,alison,2258,Kotara,45.36,2213,Warringah,56.87
Mardi,NSW,mardi,2258,Kotara,46.94,2213,Warringah,54.41
Rocky Point,NSW,rocky point,2258,Kotara,44.29,2213,Warringah,55.66
South Tacoma,NSW,south tacoma,2258,Kotara,45.35,2213,Warringah,54.86
Tacoma,NSW,tacoma,2258,Kotara,44.95,2213,Warringah,54.99
Tacoma South,NSW,tacoma south,2258,Kotara,45.35,2213,Warringah,54.86
Tuggerah,NSW,tuggerah,2258,Kotara,46.49,2213,Warringah,54.05
Wyong,NSW,wyong,2258,Kotara,45.78,2213,Warringah,55.45
Wyong Creek,NSW,wyong creek,2258,Kotara,48.62,2213,Warringah,56.24
Yarramalong,NSW,yarramalong,2258,Kotara,49.44,2213,Warringah,60.32
Forresters Beach,NSW,forresters beach,2213,Warringah,44.16,2258,Kotara,55.52
Bateau Bay,NSW,bateau bay,2213,Warringah,47.03,2258,Kotara,52.63
Bay Village,NSW,bay village,2213,Warringah,47.21,2258,Kotara,52.42
Berkeley Vale,NSW,berkeley vale,2213,Warringah,49.69,2258,Kotara,50.43
Blue Bay,NSW,blue bay,2258,Kotara,49.09,2213,Warringah,50.58
Chittaway Bay,NSW,chittaway bay,2258,Kotara,49.01,2213,Warringah,51.14
Chittaway Point,NSW,chittaway point,2258,Kotara,48.14,2213,Warringah,51.97
Glenning Valley,NSW,glenning valley,2213,Warringah,48.38,2258,Kotara,51.98
Killarney Vale,NSW,killarney vale,2213,Warringah,47.85,2258,Kotara,51.84
Long Jetty,NSW,long jetty,2213,Warringah,49.56,2258,Kotara,50.07
Shelly Beach,NSW,shelly beach,2213,Warringah,48.28,2258,Kotara,51.37
The Entrance,NSW,the entrance,2258,Kotara,48.67,2213,Warringah,50.98
The Entrance North,NSW,the entrance north,2258,Kotara,46.66,2213,Warringah,52.98
Toowoon Bay,NSW,toowoon bay,2213,Warringah,49.48,2258,Kotara,50.19
Tumbi Umbi,NSW,tumbi umbi,2213,Warringah,47.3,2258,Kotara,52.53
Moruben,NSW,moruben,2258,Kotara,77.0,2213,Warringah,87.2
Milguy,NSW,milguy,2243,Burwood,18.85,2213,Warringah,26.29
Coalcliff,NSW,coalcliff,2434,Narellan,31.12,2298,Dapto,32.01
Darkes Forest,NSW,darkes forest,2434,Narellan,25.91,2298,Dapto,31.01
Helensburgh,NSW,helensburgh,2434,Narellan,28.67,2243,Burwood,35.33
Lilyvale,NSW,lilyvale,2434,Narellan,30.23,2243,Burwood,34.27
Maddens Plains,NSW,maddens plains,2434,Narellan,29.42,2298,Dapto,30.33
Otford,NSW,otford,2434,Narellan,30.82,2298,Dapto,36.07
Stanwell Park,NSW,stanwell park,2434,Narellan,30.37,2298,Dapto,34.05
Stanwell Tops,NSW,stanwell tops,2434,Narellan,30.46,2298,Dapto,35.37
Woronora Dam,NSW,woronora dam,2434,Narellan,25.41,2243,Burwood,31.76
Austinmer,NSW,austinmer,2298,Dapto,24.42,2434,Narellan,34.26
Clifton,NSW,clifton,2298,Dapto,30.53,2434,Narellan,32.0
Coledale,NSW,coledale,2298,Dapto,27.34,2434,Narellan,32.95
Scarborough,NSW,scarborough,2298,Dapto,29.05,2434,Narellan,32.41
Thirroul,NSW,thirroul,2298,Dapto,22.49,2434,Narellan,33.96
Wombarra,NSW,wombarra,2298,Dapto,28.29,2434,Narellan,32.39
Bulli Tops,NSW,bulli tops,2298,Dapto,21.81,2434,Narellan,33.42
Porters Creek,NSW,porters creek,2298,Dapto,95.27,2311,Queanbeyan,99.86
Cataract,NSW,cataract,2298,Dapto,22.22,2434,Narellan,28.8
Glenquarie,NSW,glenquarie,2434,Narellan,15.72,2243,Burwood,22.96
Macquarie Fields,NSW,macquarie fields,2434,Narellan,14.98,2243,Burwood,23.8
Bardia,NSW,bardia,2434,Narellan,13.4,2243,Burwood,25.29
Macquarie Links,NSW,macquarie links,2434,Narellan,14.44,2243,Burwood,24.17
Balmoral Village,NSW,balmoral village,2298,Dapto,31.86,2434,Narellan,36.18
Buxton,NSW,buxton,2434,Narellan,30.06,2298,Dapto,35.28
Couridjah,NSW,couridjah,2434,Narellan,27.1,2298,Dapto,36.29
Wilton,NSW,wilton,2434,Narellan,21.21,2298,Dapto,29.93
Tahmoor,NSW,tahmoor,2434,Narellan,25.02,2298,Dapto,34.29
Bargo,NSW,bargo,2298,Dapto,28.63,2434,Narellan,31.67
Pheasants Nest,NSW,pheasants nest,2434,Narellan,25.24,2298,Dapto,29.87
Yanderra,NSW,yanderra,2298,Dapto,28.37,2434,Narellan,34.02
Barrallier,NSW,barrallier,2434,Narellan,67.63,2298,Dapto,71.89
Bullio,NSW,bullio,2298,Dapto,59.4,2434,Narellan,61.98
Goodmans Ford,NSW,goodmans ford,2434,Narellan,66.26,2298,Dapto,68.47
High Range,NSW,high range,2298,Dapto,47.19,2434,Narellan,53.79
Hill Top,NSW,hill top,2298,Dapto,32.37,2434,Narellan,41.16
Joadja,NSW,joadja,2298,Dapto,53.0,2434,Narellan,63.3
Wattle Ridge,NSW,wattle ridge,2298,Dapto,39.7,2434,Narellan,40.54
Bannaby,NSW,bannaby,2298,Dapto,81.49,2434,Narellan,86.49
Boxers Creek,NSW,boxers creek,2311,Queanbeyan,86.2,2298,Dapto,92.66
Bungonia,NSW,bungonia,2311,Queanbeyan,86.07,2298,Dapto,86.67
Carrick,NSW,carrick,2298,Dapto,87.08,2311,Queanbeyan,92.1
Curraweela,NSW,curraweela,2434,Narellan,89.64,2298,Dapto,94.6
Jerrong,NSW,jerrong,2434,Narellan,81.72,2298,Dapto,92.36
Middle Arm,NSW,middle arm,2311,Queanbeyan,93.54,2298,Dapto,98.07
Myrtleville,NSW,myrtleville,2298,Dapto,89.29,2434,Narellan,96.65
Richlands,NSW,richlands,2298,Dapto,91.01,2434,Narellan,92.68
Stonequarry,NSW,stonequarry,2298,Dapto,94.49,2434,Narellan,96.47
Taralga,NSW,taralga,2298,Dapto,89.8,2434,Narellan,92.98
Tarlo,NSW,tarlo,2298,Dapto,92.5,2311,Queanbeyan,96.43
Towrang,NSW,towrang,2298,Dapto,88.07,2311,Queanbeyan,93.57
Wiaborough,NSW,wiaborough,2434,Narellan,81.43,2298,Dapto,87.9
Wiarborough,NSW,wiarborough,2434,Narellan,81.4,2298,Dapto,87.87
Wombeyan Caves,NSW,wombeyan caves,2434,Narellan,75.09,2298,Dapto,78.15
Yalbraith,NSW,yalbraith,2434,Narellan,94.53,2298,Dapto,99.07
Bulee,NSW,bulee,2298,Dapto,83.42,2311,Queanbeyan,90.28
Coolumburra,NSW,coolumburra,2311,Queanbeyan,87.08,2298,Dapto,88.27
Endrick,NSW,endrick,2311,Queanbeyan,93.16,2298,Dapto,96.93
Nerriga,NSW,nerriga,2311,Queanbeyan,83.58,2298,Dapto,94.89
Glenmore Park,NSW,glenmore park,2434,Narellan,28.92,2243,Burwood,40.68
Regentville,NSW,regentville,2434,Narellan,31.27,2243,Burwood,42.61
Caddens,NSW,caddens,2434,Narellan,30.09,2243,Burwood,35.75
Cambridge Gardens,NSW,cambridge gardens,2434,Narellan,34.18,2243,Burwood,38.6
Cambridge Park,NSW,cambridge park,2434,Narellan,33.0,2243,Burwood,37.01
Claremont Meadows,NSW,claremont meadows,2434,Narellan,29.63,2243,Burwood,34.19
Jordan Springs,NSW,jordan springs,2434,Narellan,35.72,2243,Burwood,38.68
Llandilo,NSW,llandilo,2434,Narellan,37.7,2243,Burwood,38.2
Shane Park,NSW,shane park,2434,Narellan,30.09,2243,Burwood,35.75
Shanes Park,NSW,shanes park,2243,Burwood,35.77,2434,Narellan,37.27
Werrington,NSW,werrington,2434,Narellan,31.78,2243,Burwood,35.46
Werrington County,NSW,werrington county,2434,Narellan,33.07,2243,Burwood,35.91
Werrington Downs,NSW,werrington downs,2434,Narellan,34.04,2243,Burwood,38.02
Orchard Hills,NSW,orchard hills,2434,Narellan,25.25,2243,Burwood,34.86
Castlereagh,NSW,castlereagh,2434,Narellan,41.85,2243,Burwood,45.47
Cranebrook,NSW,cranebrook,2434,Narellan,36.12,2243,Burwood,40.07
Emu Heights,NSW,emu heights,2434,Narellan,35.38,2243,Burwood,44.77
Emu Plains,NSW,emu plains,2434,Narellan,33.36,2243,Burwood,43.32
Jamisontown,NSW,jamisontown,2434,Narellan,31.35,2243,Burwood,41.65
Leonay,NSW,leonay,2434,Narellan,32.26,2243,Burwood,44.11
Penrith,NSW,penrith,2434,Narellan,33.06,2243,Burwood,40.93
Penrith Plaza,NSW,penrith plaza,2434,Narellan,32.91,2243,Burwood,40.4
Penrith South,NSW,penrith south,2434,Narellan,30.6,2243,Burwood,39.01
South Penrith,NSW,south penrith,2434,Narellan,30.6,2243,Burwood,39.01
Agnes Banks,NSW,agnes banks,2243,Burwood,46.19,2434,Narellan,47.83
Bowen Mountain,NSW,bowen mountain,2434,Narellan,53.31,2243,Burwood,55.43
Grose Vale,NSW,grose vale,2243,Burwood,51.41,2434,Narellan,51.6
Grose Wold,NSW,grose wold,2243,Burwood,49.61,2434,Narellan,49.88
Hobartville,NSW,hobartville,2243,Burwood,46.19,2434,Narellan,47.83
Londonderry,NSW,londonderry,2243,Burwood,42.5,2434,Narellan,44.1
Richmond,NSW,richmond,2243,Burwood,44.95,2434,Narellan,49.51
Richmond Lowlands,NSW,richmond lowlands,2243,Burwood,46.29,2434,Narellan,51.46
Yarramundi,NSW,yarramundi,2434,Narellan,47.42,2243,Burwood,49.05
North Richmond,NSW,north richmond,2243,Burwood,48.7,2434,Narellan,51.56
Tennyson,NSW,tennyson,2243,Burwood,50.8,2213,Warringah,55.48
The Slopes,NSW,the slopes,2243,Burwood,53.06,2434,Narellan,57.03
Bligh Park,NSW,bligh park,2243,Burwood,38.75,2434,Narellan,45.63
Cattai,NSW,cattai,2243,Burwood,39.88,2213,Warringah,40.51
Central Colo,NSW,central colo,2243,Burwood,59.19,2213,Warringah,59.48
Clarendon,NSW,clarendon,2243,Burwood,41.59,2213,Warringah,47.87
COLO,NSW,colo,2213,Warringah,58.32,2243,Burwood,58.44
Colo Heights,NSW,colo heights,2243,Burwood,66.67,2213,Warringah,67.26
Cornwallis,NSW,cornwallis,2243,Burwood,41.65,2213,Warringah,46.59
Cumberland Reach,NSW,cumberland reach,2213,Warringah,48.84,2243,Burwood,50.64
Ebenezer,NSW,ebenezer,2243,Burwood,44.19,2213,Warringah,45.41
Freemans Reach,NSW,freemans reach,2243,Burwood,45.1,2213,Warringah,49.26
Glossodia,NSW,glossodia,2243,Burwood,48.36,2213,Warringah,51.97
Leets Vale,NSW,leets vale,2213,Warringah,47.42,2243,Burwood,51.5
Lower Portland,NSW,lower portland,2213,Warringah,51.05,2243,Burwood,52.69
Maroota,NSW,maroota,2213,Warringah,43.33,2243,Burwood,48.26
Mcgraths Hill,NSW,mcgraths hill,2243,Burwood,37.47,2213,Warringah,42.74
Mellong,NSW,mellong,2213,Warringah,85.9,2243,Burwood,87.96
Mulgrave,NSW,mulgrave,2243,Burwood,38.74,2213,Warringah,44.21
Pitt Town,NSW,pitt town,2243,Burwood,39.51,2213,Warringah,42.57
Pitt Town Bottoms,NSW,pitt town bottoms,2243,Burwood,40.37,2213,Warringah,44.11
Sackville,NSW,sackville,2213,Warringah,48.27,2243,Burwood,48.45
Sackville North,NSW,sackville north,2213,Warringah,47.64,2243,Burwood,48.44
Scheyville,NSW,scheyville,2243,Burwood,35.95,2213,Warringah,39.74
South Maroota,NSW,south maroota,2213,Warringah,40.09,2243,Burwood,41.82
South Windsor,NSW,south windsor,2243,Burwood,39.38,2213,Warringah,45.84
Upper Colo,NSW,upper colo,2243,Burwood,61.64,2213,Warringah,63.07
Wilberforce,NSW,wilberforce,2243,Burwood,42.92,2213,Warringah,45.9
Windsor,NSW,windsor,2243,Burwood,39.4,2213,Warringah,45.14
Windsor Downs,NSW,windsor downs,2243,Burwood,36.57,2434,Narellan,43.68
Womerah,NSW,womerah,2213,Warringah,72.27,2243,Burwood,74.5
Kurmond,NSW,kurmond,2243,Burwood,51.94,2434,Narellan,54.96
Berambing,NSW,berambing,2434,Narellan,63.02,2243,Burwood,72.03
Bilpin,NSW,bilpin,2434,Narellan,63.47,2243,Burwood,67.42
Blaxlands Ridge,NSW,blaxlands ridge,2243,Burwood,53.31,2213,Warringah,54.67
East Kurrajong,NSW,east kurrajong,2243,Burwood,50.86,2213,Warringah,54.2
Kurrajong,NSW,kurrajong,2243,Burwood,54.39,2434,Narellan,55.44
Kurrajong Heights,NSW,kurrajong heights,2243,Burwood,54.39,2434,Narellan,55.44
Kurrajong Hills,NSW,kurrajong hills,2243,Burwood,56.79,2434,Narellan,57.47
Mount Tomah,NSW,mount tomah,2434,Narellan,62.51,2243,Burwood,73.23
Mountain Lagoon,NSW,mountain lagoon,2243,Burwood,65.1,2434,Narellan,67.34
The Devils Wilderness,NSW,the devils wilderness,2434,Narellan,58.3,2243,Burwood,63.36
Wheeny Creek,NSW,wheeny creek,2243,Burwood,55.75,2213,Warringah,56.39
Erskine Park,NSW,erskine park,2434,Narellan,26.46,2243,Burwood,28.81
Colyton,NSW,colyton,2434,Narellan,29.63,2243,Burwood,30.34
North St Marys,NSW,north st marys,2243,Burwood,32.97,2434,Narellan,33.19
Oxley Park,NSW,oxley park,2434,Narellan,30.93,2243,Burwood,31.01
Ropes Crossing,NSW,ropes crossing,2243,Burwood,33.05,2434,Narellan,35.06
St Marys East,NSW,st marys east,2434,Narellan,30.78,2243,Burwood,32.76
St Marys South,NSW,st marys south,2434,Narellan,30.78,2243,Burwood,32.76
Colebee,NSW,colebee,2243,Burwood,28.82,2434,Narellan,37.65
Dean Park,NSW,dean park,2243,Burwood,28.39,2434,Narellan,36.21
Glendenning,NSW,glendenning,2243,Burwood,27.32,2434,Narellan,34.94
Glendenning Dc,NSW,glendenning dc,2243,Burwood,27.27,2434,Narellan,34.57
Hassall Grove,NSW,hassall grove,2243,Burwood,29.26,2434,Narellan,36.22
Oakhurst,NSW,oakhurst,2243,Burwood,29.15,2434,Narellan,35.29
Plumpton,NSW,plumpton,2243,Burwood,28.0,2434,Narellan,34.04
Schofields,NSW,schofields,2243,Burwood,29.14,2213,Warringah,37.94
Tallawong,NSW,tallawong,2243,Burwood,29.14,2213,Warringah,37.94
Acacia Gardens,NSW,acacia gardens,2243,Burwood,23.62,2213,Warringah,32.88
Nirimba Fields,NSW,nirimba fields,2243,Burwood,23.62,2213,Warringah,32.88
Quakers Hill,NSW,quakers hill,2243,Burwood,26.15,2213,Warringah,35.56
Angus,NSW,angus,2243,Burwood,36.42,2434,Narellan,39.86
Berkshire Park,NSW,berkshire park,2243,Burwood,36.42,2434,Narellan,39.86
Box Hill,NSW,box hill,2243,Burwood,32.66,2213,Warringah,38.32
Gables,NSW,gables,2243,Burwood,36.42,2434,Narellan,39.86
Grantham Farm,NSW,grantham farm,2243,Burwood,36.42,2434,Narellan,39.86
Maraylya,NSW,maraylya,2243,Burwood,35.61,2213,Warringah,37.71
Marsden Park,NSW,marsden park,2243,Burwood,34.8,2434,Narellan,40.05
Melonba,NSW,melonba,2243,Burwood,36.42,2434,Narellan,39.86
Oakville,NSW,oakville,2243,Burwood,35.84,2213,Warringah,40.58
Richards,NSW,richards,2243,Burwood,36.42,2434,Narellan,39.86
Riverstone,NSW,riverstone,2243,Burwood,31.34,2213,Warringah,39.13
Vineyard,NSW,vineyard,2243,Burwood,34.09,2213,Warringah,40.41
Eastern Creek,NSW,eastern creek,2243,Burwood,24.56,2434,Narellan,28.48
Rooty Hill,NSW,rooty hill,2243,Burwood,26.73,2434,Narellan,31.98
Bungarribee,NSW,bungarribee,2243,Burwood,24.75,2434,Narellan,31.95
Doonside,NSW,doonside,2243,Burwood,25.03,2434,Narellan,33.57
Woodcroft,NSW,woodcroft,2243,Burwood,24.66,2434,Narellan,34.37
Glenwood,NSW,glenwood,2243,Burwood,21.6,2213,Warringah,30.81
Parklea,NSW,parklea,2243,Burwood,23.73,2213,Warringah,32.74
Stanhope Gardens,NSW,stanhope gardens,2243,Burwood,23.75,2213,Warringah,32.19
The Ponds,NSW,the ponds,2243,Burwood,26.9,2213,Warringah,34.79
Bidwill,NSW,bidwill,2243,Burwood,30.57,2434,Narellan,35.76
Blackett,NSW,blackett,2243,Burwood,30.96,2434,Narellan,34.71
Dharruk,NSW,dharruk,2243,Burwood,30.23,2434,Narellan,33.82
Emerton,NSW,emerton,2243,Burwood,31.21,2434,Narellan,33.37
Hebersham,NSW,hebersham,2243,Burwood,29.64,2434,Narellan,34.23
Lethbridge Park,NSW,lethbridge park,2243,Burwood,31.98,2434,Narellan,34.72
Minchinbury,NSW,minchinbury,2243,Burwood,26.5,2434,Narellan,29.87
Mount Druitt,NSW,mount druitt,2243,Burwood,28.75,2434,Narellan,31.28
Mount Druitt Village,NSW,mount druitt village,2243,Burwood,28.75,2434,Narellan,31.28
Shalvey,NSW,shalvey,2243,Burwood,32.21,2434,Narellan,35.93
Tregear,NSW,tregear,2243,Burwood,31.89,2434,Narellan,33.24
Whalan,NSW,whalan,2243,Burwood,30.33,2434,Narellan,32.56
Willmot,NSW,willmot,2243,Burwood,33.36,2434,Narellan,35.92
Mount Riverview,NSW,mount riverview,2434,Narellan,35.97,2243,Burwood,46.31
Warrimoo,NSW,warrimoo,2434,Narellan,38.65,2243,Burwood,49.85
Central Macdonald,NSW,central macdonald,2213,Warringah,55.42,2243,Burwood,61.8
Fernances,NSW,fernances,2213,Warringah,68.11,2258,Kotara,69.3
Gunderman,NSW,gunderman,2213,Warringah,42.26,2243,Burwood,49.71
Higher Macdonald,NSW,higher macdonald,2213,Warringah,69.01,2243,Burwood,75.59
Laughtondale,NSW,laughtondale,2213,Warringah,43.47,2243,Burwood,50.23
Lower Hawkesbury,NSW,lower hawkesbury,2213,Warringah,41.57,2243,Burwood,48.63
Lower Macdonald,NSW,lower macdonald,2213,Warringah,53.42,2243,Burwood,58.67
Marlow,NSW,marlow,2213,Warringah,34.44,2243,Burwood,45.89
Mogo Creek,NSW,mogo creek,2258,Kotara,66.92,2213,Warringah,67.74
Perrys Crossing,NSW,perrys crossing,2213,Warringah,68.98,2258,Kotara,73.69
Singletons Mill,NSW,singletons mill,2213,Warringah,37.28,2243,Burwood,45.06
Spencer,NSW,spencer,2213,Warringah,36.25,2243,Burwood,46.89
St Albans,NSW,st albans,2213,Warringah,59.55,2243,Burwood,66.3
Upper Macdonald,NSW,upper macdonald,2213,Warringah,64.1,2243,Burwood,70.48
Webbs Creek,NSW,webbs creek,2213,Warringah,55.75,2243,Burwood,60.73
Wisemans Ferry,NSW,wisemans ferry,2213,Warringah,50.16,2243,Burwood,56.18
Wrights Creek,NSW,wrights creek,2213,Warringah,56.98,2243,Burwood,64.53
Faulconbridge,NSW,faulconbridge,2434,Narellan,43.47,2243,Burwood,55.39
Hawkesbury Heights,NSW,hawkesbury heights,2434,Narellan,42.84,2243,Burwood,48.04
Sun Valley,NSW,sun valley,2434,Narellan,39.94,2243,Burwood,51.04
Valley Heights,NSW,valley heights,2434,Narellan,40.91,2243,Burwood,51.97
Winmalee,NSW,winmalee,2434,Narellan,42.85,2243,Burwood,50.27
Mount Irvine,NSW,mount irvine,2434,Narellan,67.25,2243,Burwood,73.6
Mount Wilson,NSW,mount wilson,2434,Narellan,68.44,2243,Burwood,78.72
Bindook,NSW,bindook,2434,Narellan,60.97,2298,Dapto,71.23
Jooriland,NSW,jooriland,2434,Narellan,53.6,2298,Dapto,61.93
Newnes Plateau,NSW,newnes plateau,2434,Narellan,90.87,2243,Burwood,98.5
Wollangambe,NSW,wollangambe,2434,Narellan,82.74,2243,Burwood,85.41
International Mc,NSW,international mc,2243,Burwood,9.77,2213,Warringah,12.83
Sydney Gateway Facility,NSW,sydney gateway facility,2243,Burwood,9.77,2213,Warringah,12.83
Bracken Ridge,QLD,bracken ridge,4064,Sunnybank Hills,30.8,4320,Bribie Island,38.98
Brighton,QLD,brighton,4064,Sunnybank Hills,33.48,4320,Bribie Island,35.59
Brighton Eventide,QLD,brighton eventide,4064,Sunnybank Hills,33.61,4320,Bribie Island,35.37
Brighton Nathan Street,QLD,brighton nathan street,4064,Sunnybank Hills,33.01,4320,Bribie Island,36.11
Deagon,QLD,deagon,4064,Sunnybank Hills,30.26,4320,Bribie Island,38.69
Nashville,QLD,nashville,4064,Sunnybank Hills,32.52,4320,Bribie Island,36.66
Sandgate,QLD,sandgate,4064,Sunnybank Hills,30.78,4320,Bribie Island,38.04
Sandgate Dc,QLD,sandgate dc,4064,Sunnybank Hills,31.3,4320,Bribie Island,37.55
Shorncliffe,QLD,shorncliffe,4064,Sunnybank Hills,30.49,4320,Bribie Island,38.27
Clontarf,QLD,clontarf,4320,Bribie Island,29.35,4064,Sunnybank Hills,39.46
Clontarf Beach,QLD,clontarf beach,4320,Bribie Island,30.98,4064,Sunnybank Hills,37.83
Clontarf Dc,QLD,clontarf dc,4320,Bribie Island,30.49,4064,Sunnybank Hills,38.28
Humpybong,QLD,humpybong,4320,Bribie Island,29.0,4064,Sunnybank Hills,39.78
Margate,QLD,margate,4320,Bribie Island,28.72,4064,Sunnybank Hills,40.03
Margate Beach,QLD,margate beach,4320,Bribie Island,28.83,4064,Sunnybank Hills,39.98
Scotts Point,QLD,scotts point,4320,Bribie Island,29.67,4064,Sunnybank Hills,39.12
Woody Point,QLD,woody point,4320,Bribie Island,29.99,4064,Sunnybank Hills,38.76
Kooringal,QLD,kooringal,4064,Sunnybank Hills,46.01,4320,Bribie Island,50.22
Moreton Island,QLD,moreton island,4064,Sunnybank Hills,46.45,4320,Bribie Island,49.35
Bald Hills,QLD,bald hills,4064,Sunnybank Hills,32.08,4320,Bribie Island,38.44
Amity,QLD,amity,4064,Sunnybank Hills,45.76,4320,Bribie Island,55.67
Amity Point,QLD,amity point,4064,Sunnybank Hills,45.76,4320,Bribie Island,55.67
Russell Island,QLD,russell island,4064,Sunnybank Hills,33.74,4386,Broadbeach,40.35
Cabbage Tree Point,QLD,cabbage tree point,4064,Sunnybank Hills,33.0,4386,Broadbeach,33.52
Cedar Creek,QLD,cedar creek,4064,Sunnybank Hills,28.36,4386,Broadbeach,33.47
Kairabah,QLD,kairabah,4064,Sunnybank Hills,27.94,4386,Broadbeach,36.15
Luscombe,QLD,luscombe,4064,Sunnybank Hills,25.83,4386,Broadbeach,35.09
Steiglitz,QLD,steiglitz,4386,Broadbeach,32.81,4064,Sunnybank Hills,33.88
Woongoolba,QLD,woongoolba,4064,Sunnybank Hills,29.68,4386,Broadbeach,35.64
Yatala Dc,QLD,yatala dc,4064,Sunnybank Hills,25.61,4386,Broadbeach,35.76
Burnside,QLD,burnside,4064,Sunnybank Hills,26.19,4386,Broadbeach,36.11
Gilberton,QLD,gilberton,4064,Sunnybank Hills,27.11,4386,Broadbeach,35.67
Halfway Creek,QLD,halfway creek,4064,Sunnybank Hills,26.0,4386,Broadbeach,35.28
Jacobs Well,QLD,jacobs well,4386,Broadbeach,28.11,4064,Sunnybank Hills,36.85
Kingsholme,QLD,kingsholme,4386,Broadbeach,30.14,4064,Sunnybank Hills,30.77
Norwell,QLD,norwell,4386,Broadbeach,30.57,4064,Sunnybank Hills,32.48
Ormeau,QLD,ormeau,4064,Sunnybank Hills,29.3,4386,Broadbeach,32.11
Ormeau Hills,QLD,ormeau hills,4064,Sunnybank Hills,28.74,4386,Broadbeach,32.16
Canowindra,QLD,canowindra,4386,Broadbeach,30.29,4064,Sunnybank Hills,30.89
Pimpama,QLD,pimpama,4386,Broadbeach,26.32,4064,Sunnybank Hills,35.25
Willow Vale,QLD,willow vale,4386,Broadbeach,26.59,4064,Sunnybank Hills,34.29
Tamborine,QLD,tamborine,4064,Sunnybank Hills,32.58,4386,Broadbeach,34.31
Tamborine Village,QLD,tamborine village,4064,Sunnybank Hills,32.58,4386,Broadbeach,34.29
North Tamborine,QLD,north tamborine,4386,Broadbeach,26.93,4064,Sunnybank Hills,38.51
